Unnamed: 0,Job ID,Agency,Posting Type,No Of Positions,Civil Service Title,Title Classification,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Required Qualification,Residency In Newyork,Posting Date
2728,602135,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),81571,93807,Annual,baccalaureate degree,No,9/5/2023
2729,602135,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),81571,93807,Annual,baccalaureate degree,No,9/5/2023
2730,604725,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSISTANT ENVIRONMENTAL ENGINE,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,No,10/6/2023
2731,604725,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT ENVIRONMENTAL ENGINE,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,No,10/6/2023
2732,604730,DEPT OF ENVIRONMENT PROTECTION,External,1,CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),88026,122295,Annual,others,No,10/6/2023
2733,604730,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),88026,122295,Annual,others,No,10/6/2023
2734,604900,DEPT OF ENVIRONMENT PROTECTION,External,1,ENVIRONMENTAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),88026,122295,Annual,master's degree,No,10/6/2023
2735,604900,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENVIRONMENTAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),88026,122295,Annual,master's degree,No,10/6/2023
2736,610849,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE CHEMIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),77829,110059,Annual,baccalaureate degree,Yes,10/12/2023
2737,610849,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE CHEMIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),77829,110059,Annual,baccalaureate degree,Yes,10/12/2023
2738,541008,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),53702,115000,Annual,others,No,8/1/2022
2739,541010,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),53702,115000,Annual,baccalaureate degree,No,8/1/2022
2740,575724,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),67757,98128,Annual,master's degree,Yes,3/17/2023
2741,575724,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),67757,98128,Annual,master's degree,Yes,3/17/2023
2742,576109,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,3/19/2023
2743,580330,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE STAFF ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,3/28/2023
2744,580330,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),70611,105138,Annual,master's degree,Yes,3/28/2023
2745,583051,DEPARTMENT OF TRANSPORTATION,External,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Student,15.5,19.9,Hourly,matriculation,Yes,4/19/2023
2746,583051,DEPARTMENT OF TRANSPORTATION,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Student,15.5,19.9,Hourly,matriculation,Yes,4/19/2023
2747,583057,DEPARTMENT OF TRANSPORTATION,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Student,15.5,19.9,Hourly,matriculation,Yes,4/19/2023
2748,583057,DEPARTMENT OF TRANSPORTATION,External,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Student,15.5,19.9,Hourly,matriculation,Yes,4/19/2023
2749,583807,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74650,109409,Annual,baccalaureate degree,No,5/16/2023
2750,583807,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74650,109409,Annual,baccalaureate degree,No,5/16/2023
2751,585209,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,master's degree,Yes,5/12/2023
2752,585209,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,master's degree,Yes,5/12/2023
2753,588483,DEPT OF DESIGN & CONSTRUCTION,Internal,1,IT PROJECT SPECIALIST,Pending Classification-2,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),75000,128750,Annual,baccalaureate degree,No,6/1/2023
2754,588483,DEPT OF DESIGN & CONSTRUCTION,External,1,IT PROJECT SPECIALIST,Pending Classification-2,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),75000,128750,Annual,baccalaureate degree,No,6/1/2023
2755,589046,DEPT OF ENVIRONMENT PROTECTION,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),66322,98830,Annual,baccalaureate degree,Yes,6/12/2023
2756,589046,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),66322,98830,Annual,baccalaureate degree,Yes,6/12/2023
2757,595183,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58682,162537,Annual,baccalaureate degree,No,8/13/2023
2758,595769,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SCIENTIST (WATER ECOLOGY),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),71985,102699,Annual,baccalaureate degree,Yes,8/11/2023
2759,595772,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),82506,103548,Annual,master's degree,Yes,8/13/2023
2760,595772,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),82506,103548,Annual,master's degree,Yes,8/13/2023
2761,600629,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,64922,173486,Annual,others,No,8/24/2023
2762,604650,DEPT OF DESIGN & CONSTRUCTION,Internal,2,ADM CONSTRUCTION PRJ MGR-NM,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58682,134570,Annual,bachelor's degree,No,9/14/2023
2763,604650,DEPT OF DESIGN & CONSTRUCTION,External,2,ADM CONSTRUCTION PRJ MGR-NM,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58682,134570,Annual,bachelor's degree,No,9/14/2023
2764,606796,DEPARTMENT OF TRANSPORTATION,External,1,CITY PLANNER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80091,116999,Annual,baccalaureate degree,Yes,10/3/2023
2765,606796,DEPARTMENT OF TRANSPORTATION,Internal,1,CITY PLANNER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80091,116999,Annual,baccalaureate degree,Yes,10/3/2023
2766,606803,DEPARTMENT OF TRANSPORTATION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),70087,84805,Annual,master's degree,Yes,10/5/2023
2767,606803,DEPARTMENT OF TRANSPORTATION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),70087,84805,Annual,master's degree,Yes,10/5/2023
2768,606824,DEPARTMENT OF TRANSPORTATION,External,3,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,10/4/2023
2769,606824,DEPARTMENT OF TRANSPORTATION,Internal,3,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,10/4/2023
2770,606829,DEPARTMENT OF TRANSPORTATION,Internal,3,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,master's degree,Yes,10/5/2023
2771,606829,DEPARTMENT OF TRANSPORTATION,External,3,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,master's degree,Yes,10/5/2023
2772,606838,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),81571,119554,Annual,master's degree,Yes,10/5/2023
2773,606838,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),81571,119554,Annual,master's degree,Yes,10/5/2023
2774,606847,DEPARTMENT OF TRANSPORTATION,External,1,CITY PLANNER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80091,116999,Annual,baccalaureate degree,Yes,10/5/2023
2775,606847,DEPARTMENT OF TRANSPORTATION,Internal,1,CITY PLANNER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80091,116999,Annual,baccalaureate degree,Yes,10/5/2023
2776,607317,DEPARTMENT OF TRANSPORTATION,External,1,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,10/3/2023
2777,607317,DEPARTMENT OF TRANSPORTATION,Internal,1,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,10/3/2023
2778,609546,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),82506,103548,Annual,master's degree,Yes,11/21/2023
2779,609546,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),82506,103548,Annual,master's degree,Yes,11/21/2023
2780,617801,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,baccalaureate degree,No,1/22/2024
2781,617801,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,baccalaureate degree,No,1/22/2024
2782,618020,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,others,No,1/2/2024
2783,618020,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,others,No,1/2/2024
2784,618028,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE CONSTRUCTION PR,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,bachelor's degree,No,1/2/2024
2785,618028,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE CONSTRUCTION PR,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,bachelor's degree,No,1/2/2024
2786,621684,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SCIENTIST (WATER ECOLOGY),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57839,84705,Annual,baccalaureate degree,Yes,1/22/2024
2787,621684,DEPT OF ENVIRONMENT PROTECTION,External,1,SCIENTIST (WATER ECOLOGY),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57839,84705,Annual,baccalaureate degree,Yes,1/22/2024
2788,621698,DEPT OF ENVIRONMENT PROTECTION,External,1,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,1/22/2024
2789,621698,DEPT OF ENVIRONMENT PROTECTION,Internal,1,PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,93587,Annual,baccalaureate degree,Yes,1/22/2024
2790,621896,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),71920,71920,Annual,baccalaureate degree,No,1/8/2024
2791,621896,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),71920,71920,Annual,baccalaureate degree,No,1/8/2024
2792,626420,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),72038,190000,Annual,others,No,2/19/2024
2793,626420,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),72038,190000,Annual,others,No,2/19/2024
2794,606327,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,STATIONARY ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),63.6,63.6,Hourly,others,No,9/20/2023
2795,606327,DEPT OF HEALTH/MENTAL HYGIENE,External,1,STATIONARY ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),63.6,63.6,Hourly,others,No,9/20/2023
2796,593969,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,80931,185000,Annual,others,No,7/29/2023
2797,556556,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Executive,80931,208826,Annual,master's degree,No,10/25/2022
2798,556556,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Executive,80931,208826,Annual,master's degree,No,10/25/2022
2799,558349,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Manager,94283,122290,Annual,master's degree,Yes,11/15/2022
2800,558349,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Manager,94283,122290,Annual,master's degree,Yes,11/15/2022
2801,618018,OFFICE OF THE COMPTROLLER,Internal,1,SUMMER COLLEGE INTERN,Non-Competitive-5,"Engineering, Architecture, & Planning",part time,Student,15.5,16.5,Hourly,others,Yes,11/29/2023
2802,618018,OFFICE OF THE COMPTROLLER,External,1,SUMMER COLLEGE INTERN,Non-Competitive-5,"Engineering, Architecture, & Planning",part time,Student,15.5,16.5,Hourly,others,Yes,11/29/2023
2803,618022,OFFICE OF THE COMPTROLLER,Internal,1,SUMMER GRADUATE INTERN,Non-Competitive-5,"Engineering, Architecture, & Planning",part time,Student,19,20.5,Hourly,others,Yes,11/29/2023
2804,618022,OFFICE OF THE COMPTROLLER,External,1,SUMMER GRADUATE INTERN,Non-Competitive-5,"Engineering, Architecture, & Planning",part time,Student,19,20.5,Hourly,others,Yes,11/29/2023
2805,582804,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CONSTRUCTION PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,57078,85646,Annual,high school,No,4/23/2023
2806,582804,DEPT OF ENVIRONMENT PROTECTION,External,1,CONSTRUCTION PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,57078,85646,Annual,high school,No,4/23/2023
2807,602498,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58682,108150,Annual,baccalaureate degree,No,12/12/2023
2808,602498,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58682,108150,Annual,baccalaureate degree,No,12/12/2023
2809,606620,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,85147,Annual,baccalaureate degree,No,9/22/2023
2810,606620,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,85147,Annual,baccalaureate degree,No,9/22/2023
2811,607227,DEPARTMENT OF TRANSPORTATION,Internal,1,ASSISTANT MECHANICAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,71726,Annual,baccalaureate degree,Yes,12/11/2023
2812,607227,DEPARTMENT OF TRANSPORTATION,External,1,ASSISTANT MECHANICAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),62370,71726,Annual,baccalaureate degree,Yes,12/11/2023
2813,538833,DEPARTMENT OF TRANSPORTATION,Internal,1,SPACE ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,baccalaureate degree,Yes,7/5/2022
2814,538833,DEPARTMENT OF TRANSPORTATION,External,1,SPACE ANALYST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,baccalaureate degree,Yes,7/5/2022
2815,560698,DEPT OF ENVIRONMENT PROTECTION,Internal,1,EXECUTIVE PROGRAM SPECIALIST (,Exempt-4,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,baccalaureate degree,Yes,12/5/2022
2816,560698,DEPT OF ENVIRONMENT PROTECTION,External,1,EXECUTIVE PROGRAM SPECIALIST (,Exempt-4,"Engineering, Architecture, & Planning",full time,Manager,72038,192152,Annual,baccalaureate degree,Yes,12/5/2022
2817,591164,DEPARTMENT OF TRANSPORTATION,External,1,ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,107227,Annual,others,No,7/21/2023
2818,591164,DEPARTMENT OF TRANSPORTATION,Internal,1,ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,107227,Annual,others,No,7/21/2023
2819,607222,DEPARTMENT OF TRANSPORTATION,External,1,ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,85147,Annual,others,No,11/17/2023
2820,607222,DEPARTMENT OF TRANSPORTATION,Internal,1,ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74041,85147,Annual,others,No,11/17/2023
2821,620170,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE SPACE ANALYST (,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58700,115000,Annual,baccalaureate degree,Yes,12/18/2023
2822,620170,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE SPACE ANALYST (,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),58700,115000,Annual,baccalaureate degree,Yes,12/18/2023
2823,627089,DEPT OF PARKS & RECREATION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),59116,91768,Annual,baccalaureate degree,Yes,2/16/2024
2824,510956,NYC HOUSING AUTHORITY,Internal,1,ADMINISTRATIVE MANAGEMENT AUDI,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,149000,157000,Annual,baccalaureate degree,Yes,1/10/2022
2825,510956,NYC HOUSING AUTHORITY,External,1,ADMINISTRATIVE MANAGEMENT AUDI,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,149000,157000,Annual,baccalaureate degree,Yes,1/10/2022
2826,512847,NYC HOUSING AUTHORITY,External,3,ASSISTANT MECHANICAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),75000,85646,Annual,baccalaureate degree,Yes,2/15/2022
2827,512847,NYC HOUSING AUTHORITY,Internal,3,ASSISTANT MECHANICAL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),75000,85646,Annual,baccalaureate degree,Yes,2/15/2022
2828,514313,DEPARTMENT OF TRANSPORTATION,External,4,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,master's degree,Yes,1/29/2022
2829,514313,DEPARTMENT OF TRANSPORTATION,Internal,4,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,85646,Annual,master's degree,Yes,1/29/2022
2830,524625,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74650,109409,Annual,master's degree,Yes,3/14/2022
2831,524625,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),74650,109409,Annual,master's degree,Yes,3/14/2022
2832,534519,DEPT OF ENVIRONMENT PROTECTION,External,2,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),53702,148745,Annual,baccalaureate degree,Yes,6/8/2022
2833,534519,DEPT OF ENVIRONMENT PROTECTION,Internal,2,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),53702,148745,Annual,baccalaureate degree,Yes,6/8/2022
2834,534939,DEPT OF ENVIRONMENT PROTECTION,External,1,ADM ENGINEER (NON MGRL),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80000,105000,Annual,others,No,6/27/2022
2835,534939,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),80000,105000,Annual,others,No,6/27/2022
2836,535001,DEPT OF ENVIRONMENT PROTECTION,External,4,ASSISTANT CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,65640,Annual,baccalaureate degree,No,6/27/2022
2837,535001,DEPT OF ENVIRONMENT PROTECTION,Internal,4,ASSISTANT CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,65640,Annual,baccalaureate degree,No,6/27/2022
2838,535008,DEPT OF ENVIRONMENT PROTECTION,External,3,ASSISTANT CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,65640,Annual,baccalaureate degree,No,6/27/2022
2839,535008,DEPT OF ENVIRONMENT PROTECTION,Internal,3,ASSISTANT CIVIL ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),57078,65640,Annual,baccalaureate degree,No,6/27/2022
2840,535760,DEPT OF ENVIRONMENT PROTECTION,External,1,ENGINEERING TECHNICIAN,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),42114,48431,Annual,high school,Yes,6/27/2022
2841,535760,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENGINEERING TECHNICIAN,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),42114,48431,Annual,high school,Yes,6/27/2022
2842,535843,DEPT OF ENVIRONMENT PROTECTION,Internal,2,CHIEF MARINE ENGINEER (DIESEL),Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,87792,87792,Annual,others,No,6/27/2022
2843,539191,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,80931,208826,Annual,others,No,7/16/2022
2844,539194,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE CONSTRUCTION PR,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,80931,208826,Annual,bachelor's degree,No,7/14/2022
2845,539194,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE CONSTRUCTION PR,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,80931,208826,Annual,bachelor's degree,No,7/14/2022
2846,540307,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,64922,123436,Annual,others,No,7/25/2022
2847,540307,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE ENGINEER,Competitive-1,"Engineering, Architecture, & Planning",full time,Manager,64922,123436,Annual,others,No,7/25/2022
2848,540541,DEPT OF ENVIRONMENT PROTECTION,External,1,LANDSCAPE ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),67757,98128,Annual,master's degree,No,7/16/2022
2849,540541,DEPT OF ENVIRONMENT PROTECTION,Internal,1,LANDSCAPE ARCHITECT,Competitive-1,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),67757,98128,Annual,master's degree,No,7/16/2022
2850,540908,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),84468,111003,Annual,master's degree,Yes,7/25/2022
2851,540908,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Engineering, Architecture, & Planning",full time,Experienced (non-manager),84468,111003,Annual,master's degree,Yes,7/25/2022
